season,week,franchise_id,player_id,salary,contractYear,status,contractInfo,as_of
2025,13,0007,15349,8.55,2,ROSTER,2025 UFA,2025-11-25
2025,13,0007,16719,4.59,3,ROSTER,2025 UFA,2025-11-25
2025,13,0007,15288,2.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,12782,2.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,14168,2.6,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,14207,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,16294,6.6,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,15884,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,15402,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,12616,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,16010,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,10313,2.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,13354,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,16682,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0007,15396,2.05,1,ROSTER,2024 oEXT,2025-11-25
2025,13,0007,17267,0.9,3,INJURED_RESERVE,2025 UDFA,2025-11-25
2025,13,0007,15385,2.2,3,INJURED_RESERVE,2025 oEXT,2025-11-25
2025,13,0007,14056,22.18,3,INJURED_RESERVE,2025 oEXT,2025-11-25
2025,13,0007,17098,1.01,4,INJURED_RESERVE,2025 4.10,2025-11-25
2025,13,0007,15391,4.55,2,INJURED_RESERVE,2024 UFA,2025-11-25
2025,13,0008,15346,11.52,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0008,15817,13.96,4,ROSTER,2025 iEXT,2025-11-25
2025,13,0008,16187,1.8,2,ROSTER,2023 2.08,2025-11-25
2025,13,0008,16414,1.81,1,ROSTER,2023 iEXT,2025-11-25
2025,13,0008,15860,1.18,1,ROSTER,2022 4.14,2025-11-25
2025,13,0008,16689,1.8,3,ROSTER,2024 2.06,2025-11-25
2025,13,0008,15350,9.02,4,ROSTER,2024 iEXT,2025-11-25
2025,13,0008,14909,14.03,3,ROSTER,2024 UFA,2025-11-25
2025,13,0008,13592,22.71,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0008,16671,1.03,3,ROSTER,2024 4.10,2025-11-25
2025,13,0008,16675,1.13,3,ROSTER,2024 3.17,2025-11-25
2025,13,0008,15861,5.39,3,ROSTER,2024 iEXT,2025-11-25
2025,13,0008,16383,0.98,1,ROSTER,2023 UDFA,2025-11-25
2025,13,0008,16679,1.25,3,ROSTER,2024 3.08,2025-11-25
2025,13,0008,10292,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0008,15081,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0008,15256,5.5,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,13470,4.3,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,14137,2.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,14858,1.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,16013,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0008,16369,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0008,13810,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,15921,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0008,14235,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,14086,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,15255,2.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,15375,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,15786,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,14059,6.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,13447,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,13813,14.52,1,ROSTER,2023 SRFA,2025-11-25
2025,13,0008,16452,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,13289,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,16207,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,17046,1.02,4,ROSTER,2025 4.08,2025-11-25
2025,13,0008,14903,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,14924,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,15499,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,15859,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0008,16204,1.23,2,INJURED_RESERVE,2023 3.15,2025-11-25
2025,13,0008,17231,0.9,3,INJURED_RESERVE,2025 UDFA,2025-11-25
2025,13,0008,17151,0.97,4,INJURED_RESERVE,2025 5.01,2025-11-25
2025,13,0008,13806,7.0,3,INJURED_RESERVE,2025 RRFA,2025-11-25
2025,13,0008,16214,2.82,2,INJURED_RESERVE,2023 1.13,2025-11-25
2025,13,0009,13189,10.45,2,ROSTER,2024 oEXT,2025-11-25
2025,13,0009,15238,9.74,5,ROSTER,2024 iEXT,2025-11-25
2025,13,0009,16221,3.73,5,ROSTER,2024 iEXT,2025-11-25
2025,13,0009,14162,16.34,1,ROSTER,2022 iEXT,2025-11-25
2025,13,0009,15721,3.41,2,ROSTER,2025 ORFA3,2025-11-25
2025,13,0009,16582,1.54,3,ROSTER,2024 2.12,2025-11-25
2025,13,0009,17083,2.9,4,ROSTER,2025 1.12,2025-11-25
2025,13,0009,17122,1.56,4,ROSTER,2025 2.12,2025-11-25
2025,13,0009,17120,1.43,4,ROSTER,2025 2.16,2025-11-25
2025,13,0009,17080,1.33,4,ROSTER,2025 3.04,2025-11-25
2025,13,0009,17108,1.25,4,ROSTER,2025 3.08,2025-11-25
2025,13,0009,17157,1.21,4,ROSTER,2025 3.10,2025-11-25
2025,13,0009,17060,0.98,4,ROSTER,2025 4.17,2025-11-25
2025,13,0009,16703,0.94,2,ROSTER,2024 UDFA,2025-11-25
2025,13,0009,13610,2.7,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,17155,0.94,4,ROSTER,2025 5.21,2025-11-25
2025,13,0009,15779,4.82,5,ROSTER,2024 iEXT,2025-11-25
2025,13,0009,17082,1.08,4,ROSTER,2025 3.21,2025-11-25
2025,13,0009,14105,11.98,1,ROSTER,2023 UFA,2025-11-25
2025,13,0009,13164,15.84,2,ROSTER,2024 UFA,2025-11-25
2025,13,0009,12735,5.15,2,ROSTER,2024 UFA,2025-11-25
2025,13,0009,16927,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,15405,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,14210,6.6,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16799,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,17171,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16240,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16693,1.12,3,ROSTER,2024 3.19,2025-11-25
2025,13,0009,16584,4.43,3,ROSTER,2024 1.06,2025-11-25
2025,13,0009,14247,5.51,2,ROSTER,2025 UFA,2025-11-25
2025,13,0009,14982,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16102,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,13208,12.6,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16384,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,17214,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,14227,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16018,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,15261,8.68,1,ROSTER,2025 oEXT,2025-11-25
2025,13,0009,12437,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,13888,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,15622,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16492,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,13715,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,16216,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,15259,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0009,17063,0.97,4,INJURED_RESERVE,2025 4.18,2025-11-25
2025,13,0009,16596,1.14,3,INJURED_RESERVE,2024 3.16,2025-11-25
2025,13,0009,12801,5.0,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0009,16152,9.94,2,INJURED_RESERVE,2023 1.01,2025-11-25
2025,13,0009,16635,3.72,5,INJURED_RESERVE,2025 iEXT,2025-11-25
2025,13,0010,13589,24.76,2,ROSTER,2021 EXT,2025-11-25
2025,13,0010,14907,2.71,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0010,15822,3.05,1,ROSTER,2022 1.14,2025-11-25
2025,13,0010,15768,2.63,1,ROSTER,2022 2.01,2025-11-25
2025,13,0010,15815,5.35,1,ROSTER,2022 2.04^,2025-11-25
2025,13,0010,16263,1.67,2,ROSTER,2023 2.11,2025-11-25
2025,13,0010,16185,4.95,2,ROSTER,2023 1.06,2025-11-25
2025,13,0010,16620,4.94,3,ROSTER,2024 1.05,2025-11-25
2025,13,0010,16639,2.07,3,ROSTER,2024 2.02,2025-11-25
2025,13,0010,16626,1.91,3,ROSTER,2024 2.04,2025-11-25
2025,13,0010,14927,2.09,1,ROSTER,2024 UFA,2025-11-25
2025,13,0010,13198,17.82,2,ROSTER,2024 UFA,2025-11-25
2025,13,0010,12739,4.75,2,ROSTER,2024 UFA,2025-11-25
2025,13,0010,14073,18.81,1,ROSTER,2024 UFA,2025-11-25
2025,13,0010,16619,1.38,3,ROSTER,2024 3.02,2025-11-25
2025,13,0010,15352,2.64,2,ROSTER,2025 oEXT,2025-11-25
2025,13,0010,15798,3.87,5,ROSTER,2024 iEXT,2025-11-25
2025,13,0010,15913,1.1,1,ROSTER,2024 R/F,2025-11-25
2025,13,0010,16344,1.85,2,ROSTER,2025 oEXT,2025-11-25
2025,13,0010,16178,5.5,2,ROSTER,2024 RRFA,2025-11-25
2025,13,0010,16870,1.87,3,ROSTER,2025 oEXT,2025-11-25
2025,13,0010,12676,6.35,1,ROSTER,2025 oEXT,2025-11-25
2025,13,0010,14136,14.08,2,ROSTER,2025 ORFA2,2025-11-25
2025,13,0010,15749,5.35,2,ROSTER,2025 SRFA,2025-11-25
2025,13,0010,12305,5.5,1,ROSTER,2025 B/R,2025-11-25
2025,13,0010,17051,4.32,4,ROSTER,2025 1.07,2025-11-25
2025,13,0010,17075,2.72,4,ROSTER,2025 1.13,2025-11-25
2025,13,0010,17103,1.37,4,ROSTER,2025 3.02,2025-11-25
2025,13,0010,12221,9.5,2,ROSTER,2025 UFA,2025-11-25
2025,13,0010,14224,7.22,2,ROSTER,2025 UFA,2025-11-25
2025,13,0010,13764,3.87,3,ROSTER,2025 UFA,2025-11-25
2025,13,0010,8851,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0010,17172,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0010,16684,0.99,3,ROSTER,2024 5.04,2025-11-25
2025,13,0010,15904,4.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,17174,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,16725,0.94,2,ROSTER,2024 UDFA,2025-11-25
2025,13,0010,15051,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,14221,5.23,2,ROSTER,2025 UFA,2025-11-25
2025,13,0010,13710,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,17165,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,14928,2.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,13226,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0010,9051,7.0,1,ROSTER,2025 RRFA,2025-11-25
2025,13,0010,16225,1.11,2,ROSTER,2023 4.12,2025-11-25
2025,13,0010,16738,1.1,1,INJURED_RESERVE,2025 ERFA,2025-11-25
2025,13,0010,16640,0.98,3,INJURED_RESERVE,2024 5.10,2025-11-25
2025,13,0010,17166,0.9,3,INJURED_RESERVE,2025 UDFA,2025-11-25
2025,13,0010,14158,6.48,3,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0010,12698,1.0,2,INJURED_RESERVE,2025 R/F,2025-11-25
2025,13,0011,14835,17.35,3,ROSTER,2023 iEXT,2025-11-25
2025,13,0011,13772,7.44,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0011,15404,3.41,3,ROSTER,2023 iEXT,2025-11-25
2025,13,0011,14102,12.11,2,ROSTER,2022 iEXT,2025-11-25
2025,13,0011,13284,5.45,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0011,16169,2.31,2,ROSTER,2023 2.01,2025-11-25
2025,13,0011,16266,3.19,5,ROSTER,2025 iEXT,2025-11-25
2025,13,0011,16235,2.83,5,ROSTER,2025 iEXT,2025-11-25
2025,13,0011,15001,2.62,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0011,15751,17.41,5,ROSTER,2025 iEXT,2025-11-25
2025,13,0011,15393,2.0,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0011,16580,3.67,3,ROSTER,2024 1.08,2025-11-25
2025,13,0011,16601,0.99,2,ROSTER,2024 5.08,2025-11-25
2025,13,0011,16616,5.58,3,ROSTER,2024 1.04,2025-11-25
2025,13,0011,14138,13.6,1,ROSTER,2022 iEXT,2025-11-25
2025,13,0011,14148,7.67,4,ROSTER,2025 oEXT,2025-11-25
2025,13,0011,14157,12.78,3,ROSTER,2023 UFA,2025-11-25
2025,13,0011,14867,5.23,2,ROSTER,2025 B/R,2025-11-25
2025,13,0011,17048,3.1,4,ROSTER,2025 1.11,2025-11-25
2025,13,0011,17032,2.14,4,ROSTER,2025 2.02,2025-11-25
2025,13,0011,17053,1.09,3,ROSTER,2025 3.20,2025-11-25
2025,13,0011,15872,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0011,17035,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0011,15253,6.65,2,ROSTER,2025 UFA,2025-11-25
2025,13,0011,15856,6.3,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,15357,12.45,2,ROSTER,2025 UFA,2025-11-25
2025,13,0011,13690,3.98,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0011,14842,7.62,3,ROSTER,2023 iEXT,2025-11-25
2025,13,0011,16723,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,15802,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,17124,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0011,11985,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,14877,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,17222,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0011,16786,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,17173,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0011,16460,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0011,15881,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,16174,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,16139,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,10413,2.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0011,16269,4.18,4,ROSTER,2025 iEXT,2025-11-25
2025,13,0011,16645,0.98,3,INJURED_RESERVE,2024 5.20,2025-11-25
2025,13,0011,13146,3.6,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0011,17044,8.23,4,INJURED_RESERVE,2025 1.02,2025-11-25
2025,13,0011,17150,1.1,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0011,17114,1.14,3,INJURED_RESERVE,2025 3.15,2025-11-25
2025,13,0011,16583,2.6,3,INJURED_RESERVE,2024 1.13,2025-11-25
2025,13,0011,16586,1.0,1,TAXI_SQUAD,2025 UFA,2025-11-25
2025,13,0011,12323,1.0,1,TAXI_SQUAD,2025 UFA,2025-11-25
2025,13,0011,13707,1.0,1,TAXI_SQUAD,2025 UFA,2025-11-25
2025,13,0012,13593,22.74,1,ROSTER,2021 EXT,2025-11-25
2025,13,0012,14167,14.95,2,ROSTER,2022 iEXT,2025-11-25
2025,13,0012,15692,6.45,1,ROSTER,2022 1.05,2025-11-25
2025,13,0012,13693,3.19,1,ROSTER,2022 UFA,2025-11-25
2025,13,0012,15717,2.16,1,ROSTER,2022 2.06,2025-11-25
2025,13,0012,14164,3.38,2,ROSTER,2023 oEXT,2025-11-25
2025,13,0012,16245,1.24,2,ROSTER,2023 3.14,2025-11-25
2025,13,0012,16653,1.99,3,ROSTER,2024 2.03,2025-11-25
2025,13,0012,16700,1.2,3,ROSTER,2024 3.12,2025-11-25
2025,13,0012,11232,16.72,1,ROSTER,2024 UFA,2025-11-25
2025,13,0012,15863,1.09,1,ROSTER,2022 5.21,2025-11-25
2025,13,0012,16708,1.02,3,ROSTER,2024 4.14,2025-11-25
2025,13,0012,16676,1.01,3,ROSTER,2024 4.17,2025-11-25
2025,13,0012,16211,1.3,2,ROSTER,2023 3.10,2025-11-25
2025,13,0012,16667,1.08,2,ROSTER,2024 4.03,2025-11-25
2025,13,0012,15839,1.1,1,ROSTER,2024 R/F,2025-11-25
2025,13,0012,15895,1.81,1,ROSTER,2023 iEXT,2025-11-25
2025,13,0012,13704,3.76,2,ROSTER,2024 UFA,2025-11-25
2025,13,0012,13163,26.62,1,ROSTER,2023 B/R,2025-11-25
2025,13,0012,13987,1.09,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0012,17068,2.45,4,ROSTER,2025 1.15,2025-11-25
2025,13,0012,17069,1.35,4,ROSTER,2025 3.03,2025-11-25
2025,13,0012,13132,15.2,2,ROSTER,2025 UFA,2025-11-25
2025,13,0012,15972,7.6,2,ROSTER,2025 UFA,2025-11-25
2025,13,0012,16278,0.98,1,ROSTER,2023 UDFA,2025-11-25
2025,13,0012,16314,0.98,1,ROSTER,2023 UDFA,2025-11-25
2025,13,0012,13138,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0012,17049,0.94,4,ROSTER,2025 5.15,2025-11-25
2025,13,0012,16887,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,14252,1.0,1,ROSTER,2025 R/F,2025-11-25
2025,13,0012,17058,0.94,4,ROSTER,2025 5.13,2025-11-25
2025,13,0012,17105,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0012,15787,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,14358,10.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,16186,4.07,2,ROSTER,2023 1.08,2025-11-25
2025,13,0012,14122,5.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,16752,1.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,14789,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,13319,10.5,1,ROSTER,2025 B/R,2025-11-25
2025,13,0012,14143,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,16166,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,14108,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,16846,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,14849,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,15759,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0012,16257,1.43,2,INJURED_RESERVE,2023 3.03,2025-11-25
2025,13,0012,16615,6.38,3,INJURED_RESERVE,2024 1.03,2025-11-25
2025,13,0012,13743,7.41,1,INJURED_RESERVE,2021 EXT,2025-11-25
2025,13,0012,12263,1.9,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0013,15237,17.13,4,ROSTER,2024 iEXT,2025-11-25
2025,13,0013,15834,7.68,4,ROSTER,2025 iEXT,2025-11-25
2025,13,0013,15788,1.59,1,ROSTER,2022 3.02,2025-11-25
2025,13,0013,15293,4.55,4,ROSTER,2024 iEXT,2025-11-25
2025,13,0013,16162,7.21,2,ROSTER,2023 1.03,2025-11-25
2025,13,0013,16239,2.66,2,ROSTER,2023 1.14,2025-11-25
2025,13,0013,16256,1.47,2,ROSTER,2023 3.01,2025-11-25
2025,13,0013,16234,1.28,2,ROSTER,2023 3.12,2025-11-25
2025,13,0013,10768,5.38,1,ROSTER,2024 SRFA,2025-11-25
2025,13,0013,14879,3.43,3,ROSTER,2024 ORFA4,2025-11-25
2025,13,0013,13700,9.9,2,ROSTER,2024 B/R,2025-11-25
2025,13,0013,16617,2.93,3,ROSTER,2024 1.11,2025-11-25
2025,13,0013,16618,3.14,3,ROSTER,2024 1.10,2025-11-25
2025,13,0013,16644,1.62,3,ROSTER,2024 2.10,2025-11-25
2025,13,0013,16698,1.06,3,ROSTER,2024 4.07,2025-11-25
2025,13,0013,15831,1.24,1,ROSTER,2022 4.02,2025-11-25
2025,13,0013,14882,1.81,1,ROSTER,2023 UFA,2025-11-25
2025,13,0013,15835,3.41,1,ROSTER,2022 2.12^,2025-11-25
2025,13,0013,14974,8.25,2,ROSTER,2025 SRFA,2025-11-25
2025,13,0013,13130,25.0,1,ROSTER,2025 B/R,2025-11-25
2025,13,0013,17030,5.38,4,ROSTER,2025 1.05,2025-11-25
2025,13,0013,15713,1.19,1,ROSTER,2022 4.10,2025-11-25
2025,13,0013,17123,1.91,4,ROSTER,2025 2.05,2025-11-25
2025,13,0013,13717,3.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,13192,8.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,13227,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,14861,7.37,4,ROSTER,2025 iEXT,2025-11-25
2025,13,0013,16295,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,16672,0.99,3,ROSTER,2024 5.07,2025-11-25
2025,13,0013,16268,3.16,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0013,17118,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0013,17212,1.0,4,ROSTER,2025 4.11,2025-11-25
2025,13,0013,16673,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,13199,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,16787,2.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,11728,4.25,1,ROSTER,2024 iEXT,2025-11-25
2025,13,0013,13632,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,10700,15.68,1,ROSTER,2024 UFA,2025-11-25
2025,13,0013,11721,3.71,2,ROSTER,2025 UFA,2025-11-25
2025,13,0013,16733,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,15668,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,17229,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,13303,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0013,16665,1.75,3,INJURED_RESERVE,2024 2.07,2025-11-25
2025,13,0013,17206,0.9,3,INJURED_RESERVE,2025 UDFA,2025-11-25
