season,week,franchise_id,player_id,salary,contractYear,status,contractInfo,as_of
2025,13,0026,13138,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,16887,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,16194,1.8,2,ROSTER,2023 2.08,2025-11-25
2025,13,0026,14943,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,13330,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,15369,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,16460,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,13303,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0026,14147,24.61,1,INJURED_RESERVE,2022 iEXT,2025-11-25
2025,13,0026,13743,7.2,3,INJURED_RESERVE,2025 B/R,2025-11-25
2025,13,0026,14186,1.1,1,INJURED_RESERVE,2024 R/F,2025-11-25
2025,13,0026,16635,1.04,3,INJURED_RESERVE,2024 4.11,2025-11-25
2025,13,0026,14179,8.68,3,INJURED_RESERVE,2025 oEXT,2025-11-25
2025,13,0027,13589,25.7,1,ROSTER,2021 EXT,2025-11-25
2025,13,0027,15282,26.21,1,ROSTER,2025 5YO,2025-11-25
2025,13,0027,15808,2.89,1,ROSTER,2022 1.15,2025-11-25
2025,13,0027,15742,3.74,2,ROSTER,2023 iEXT,2025-11-25
2025,13,0027,16280,1.56,2,ROSTER,2023 2.14,2025-11-25
2025,13,0027,16164,1.24,2,ROSTER,2023 3.14,2025-11-25
2025,13,0027,16255,1.06,2,ROSTER,2023 5.14,2025-11-25
2025,13,0027,15418,1.81,1,ROSTER,2023 UFA,2025-11-25
2025,13,0027,13132,8.49,1,ROSTER,2023 UFA,2025-11-25
2025,13,0027,16617,2.75,3,ROSTER,2024 1.12,2025-11-25
2025,13,0027,16603,1.2,3,ROSTER,2024 3.12,2025-11-25
2025,13,0027,16680,0.94,2,ROSTER,2024 UDFA,2025-11-25
2025,13,0027,13674,5.94,2,ROSTER,2024 B/R,2025-11-25
2025,13,0027,16679,1.54,3,ROSTER,2024 2.12,2025-11-25
2025,13,0027,10292,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0027,14893,11.22,1,ROSTER,2025 TT,2025-11-25
2025,13,0027,15393,4.1,2,ROSTER,2025 RRFA,2025-11-25
2025,13,0027,12186,5.53,4,ROSTER,2025 B/R,2025-11-25
2025,13,0027,17075,3.33,4,ROSTER,2025 1.10,2025-11-25
2025,13,0027,17039,2.05,4,ROSTER,2025 2.03,2025-11-25
2025,13,0027,17078,1.91,4,ROSTER,2025 2.05,2025-11-25
2025,13,0027,17138,1.3,4,ROSTER,2025 3.05,2025-11-25
2025,13,0027,17086,1.09,4,ROSTER,2025 3.20,2025-11-25
2025,13,0027,17127,1.02,4,ROSTER,2025 4.05,2025-11-25
2025,13,0027,17037,0.96,4,ROSTER,2025 4.19,2025-11-25
2025,13,0027,17145,0.95,4,ROSTER,2025 5.05,2025-11-25
2025,13,0027,17182,0.94,4,ROSTER,2025 5.19,2025-11-25
2025,13,0027,15777,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0027,12686,2.0,3,ROSTER,2025 UFA,2025-11-25
2025,13,0027,14252,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0027,15836,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16787,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16733,1.03,3,ROSTER,2024 4.14,2025-11-25
2025,13,0027,14982,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16385,2.3,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,11985,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,15727,4.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16809,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0027,11721,7.2,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,12764,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16215,3.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,14434,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,13683,3.3,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,10945,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16036,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0027,16149,2.66,2,INJURED_RESERVE,2023 1.14,2025-11-25
2025,13,0027,15862,3.41,1,INJURED_RESERVE,2022 5.16^,2025-11-25
2025,13,0027,16711,0.98,3,INJURED_RESERVE,2024 5.12,2025-11-25
2025,13,0027,13146,16.25,2,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0027,17152,0.94,4,INJURED_RESERVE,2025 5.17,2025-11-25
2025,13,0027,16298,4.8,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0027,16222,1.1,2,INJURED_RESERVE,2023 4.14,2025-11-25
2025,13,0027,13697,2.79,3,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0028,15721,3.41,1,ROSTER,2022 2.08^,2025-11-25
2025,13,0028,14940,7.27,1,ROSTER,2023 FRFA,2025-11-25
2025,13,0028,16150,3.0,2,ROSTER,2023 1.12,2025-11-25
2025,13,0028,16189,1.25,2,ROSTER,2023 3.13,2025-11-25
2025,13,0028,16303,1.12,2,ROSTER,2023 4.10,2025-11-25
2025,13,0028,14889,1.87,1,ROSTER,2024 UFA,2025-11-25
2025,13,0028,14153,12.67,2,ROSTER,2024 UFA,2025-11-25
2025,13,0028,12221,20.59,1,ROSTER,2024 UFA,2025-11-25
2025,13,0028,16330,1.06,2,ROSTER,2023 5.12,2025-11-25
2025,13,0028,16211,1.08,2,ROSTER,2023 5.03,2025-11-25
2025,13,0028,16661,1.16,3,ROSTER,2024 3.15,2025-11-25
2025,13,0028,16691,1.01,3,ROSTER,2024 4.20,2025-11-25
2025,13,0028,16584,4.02,3,ROSTER,2024 1.07,2025-11-25
2025,13,0028,13268,3.6,1,ROSTER,2024 oEXT,2025-11-25
2025,13,0028,13610,11.08,1,ROSTER,2024 UFA,2025-11-25
2025,13,0028,13332,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0028,11947,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0028,13289,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0028,15290,25.25,4,ROSTER,2025 B/R,2025-11-25
2025,13,0028,15261,8.29,2,ROSTER,2025 oEXT,2025-11-25
2025,13,0028,17147,1.64,4,ROSTER,2025 2.10,2025-11-25
2025,13,0028,11760,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0028,16193,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,17104,3.93,4,ROSTER,2025 1.08,2025-11-25
2025,13,0028,15972,5.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,13717,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,13325,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,12218,1.3,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,16731,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,17157,1.01,4,ROSTER,2025 4.08,2025-11-25
2025,13,0028,16314,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,16708,0.98,3,ROSTER,2024 5.14,2025-11-25
2025,13,0028,15409,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0028,15833,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0028,16246,0.98,1,ROSTER,2023 UDFA,2025-11-25
2025,13,0028,17161,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0028,8930,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,16405,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,15390,1.87,2,ROSTER,2024 oEXT,2025-11-25
2025,13,0028,15789,4.71,1,ROSTER,2022 1.08,2025-11-25
2025,13,0028,15392,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,16228,1.2,2,ROSTER,2023 3.19,2025-11-25
2025,13,0028,17142,0.94,4,ROSTER,2025 5.16,2025-11-25
2025,13,0028,17263,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0028,13672,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0028,16597,2.6,3,INJURED_RESERVE,2024 1.13,2025-11-25
2025,13,0028,11768,1.0,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0028,15398,1.0,2,INJURED_RESERVE,2025 R/F,2025-11-25
2025,13,0028,15301,1.8,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0028,13266,1.0,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0028,17150,0.95,4,INJURED_RESERVE,2025 5.08,2025-11-25
2025,13,0028,16583,1.47,3,INJURED_RESERVE,2024 2.14,2025-11-25
2025,13,0029,13696,12.97,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0029,14974,13.41,1,ROSTER,2024 iEXT,2025-11-25
2025,13,0029,16655,1.62,3,ROSTER,2024 2.10,2025-11-25
2025,13,0029,16643,1.13,3,ROSTER,2024 3.18,2025-11-25
2025,13,0029,16747,1.04,3,ROSTER,2024 4.10,2025-11-25
2025,13,0029,15378,3.27,3,ROSTER,2024 iEXT,2025-11-25
2025,13,0029,16245,1.29,1,ROSTER,2023 3.11,2025-11-25
2025,13,0029,14897,17.72,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0029,16649,1.01,3,ROSTER,2024 4.19,2025-11-25
2025,13,0029,15428,5.35,3,ROSTER,2025 SRFA,2025-11-25
2025,13,0029,15253,12.6,1,ROSTER,2025 B/R,2025-11-25
2025,13,0029,17071,7.03,4,ROSTER,2025 1.03,2025-11-25
2025,13,0029,17069,1.11,4,ROSTER,2025 3.18,2025-11-25
2025,13,0029,17073,1.06,4,ROSTER,2025 3.23,2025-11-25
2025,13,0029,15237,13.59,3,ROSTER,2025 UFA,2025-11-25
2025,13,0029,16703,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0029,16585,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0029,17099,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0029,17241,0.96,4,ROSTER,2025 5.01,2025-11-25
2025,13,0029,17222,0.96,4,ROSTER,2025 5.02,2025-11-25
2025,13,0029,17172,0.94,4,ROSTER,2025 5.15,2025-11-25
2025,13,0029,16722,0.94,2,ROSTER,2024 UDFA,2025-11-25
2025,13,0029,17066,0.94,4,ROSTER,2025 5.14,2025-11-25
2025,13,0029,17076,0.93,4,ROSTER,2025 5.22,2025-11-25
2025,13,0029,17096,0.94,4,ROSTER,2025 5.12,2025-11-25
2025,13,0029,17185,0.94,4,ROSTER,2025 5.20,2025-11-25
2025,13,0029,17154,0.94,4,ROSTER,2025 5.10,2025-11-25
2025,13,0029,17256,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0029,17160,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0029,15331,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,15716,3.41,1,ROSTER,2022 4.24^,2025-11-25
2025,13,0029,14182,4.94,2,ROSTER,2025 UFA,2025-11-25
2025,13,0029,17159,1.0,4,ROSTER,2025 4.10,2025-11-25
2025,13,0029,17163,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,16736,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0029,17255,0.9,3,ROSTER,2025 UDFA,2025-11-25
2025,13,0029,17034,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,14778,18.63,3,ROSTER,2025 B/R,2025-11-25
2025,13,0029,16734,1.0,3,ROSTER,2024 4.22,2025-11-25
2025,13,0029,16240,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,15877,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,17202,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,17184,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0029,15351,4.94,2,INJURED_RESERVE,2025 B/R,2025-11-25
2025,13,0029,16628,1.08,3,INJURED_RESERVE,2024 4.05,2025-11-25
2025,13,0029,16604,1.25,3,INJURED_RESERVE,2024 3.08,2025-11-25
2025,13,0029,12801,6.1,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0029,14056,27.12,1,INJURED_RESERVE,2024 oEXT,2025-11-25
2025,13,0029,17113,1.79,4,INJURED_RESERVE,2025 2.07,2025-11-25
2025,13,0030,13198,20.82,6,ROSTER,2025 iEXT,2025-11-25
2025,13,0030,13116,37.7,4,ROSTER,2023 oEXT,2025-11-25
2025,13,0030,13714,5.49,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0030,14171,7.67,1,ROSTER,2022 iEXT,2025-11-25
2025,13,0030,15762,3.41,1,ROSTER,2022 2.01^,2025-11-25
2025,13,0030,16169,2.41,2,ROSTER,2023 1.16,2025-11-25
2025,13,0030,16267,0.98,1,ROSTER,2023 UDFA,2025-11-25
2025,13,0030,14836,39.2,4,ROSTER,2024 iEXT,2025-11-25
2025,13,0030,16616,4.94,3,ROSTER,2024 1.05,2025-11-25
2025,13,0030,15835,4.06,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0030,17068,2.33,4,ROSTER,2025 1.16,2025-11-25
2025,13,0030,17032,2.14,4,ROSTER,2025 2.02,2025-11-25
2025,13,0030,17144,1.43,4,ROSTER,2025 2.16,2025-11-25
2025,13,0030,17103,1.21,4,ROSTER,2025 3.10,2025-11-25
2025,13,0030,17128,1.08,4,ROSTER,2025 3.21,2025-11-25
2025,13,0030,17119,0.99,4,ROSTER,2025 4.11,2025-11-25
2025,13,0030,13604,26.48,1,ROSTER,2025 NEFT,2025-11-25
2025,13,0030,15387,1.86,2,ROSTER,2025 UFA,2025-11-25
2025,13,0030,15872,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0030,15081,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0030,15845,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0030,16295,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,15819,1.86,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0030,10816,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,8851,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,12711,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,14251,1.87,1,ROSTER,2024 UFA,2025-11-25
2025,13,0030,13772,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,16010,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,15366,2.43,3,ROSTER,2025 UFA,2025-11-25
2025,13,0030,17136,1.33,4,ROSTER,2025 3.04,2025-11-25
2025,13,0030,13448,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,14888,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,16450,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,13347,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,12187,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,10413,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,13682,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,11383,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,14849,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,12741,2.6,1,ROSTER,2025 UFA,2025-11-25
2025,13,0030,15281,18.74,5,ROSTER,2024 iEXT,2025-11-25
2025,13,0030,16594,1.8,3,INJURED_RESERVE,2024 2.06,2025-11-25
2025,13,0030,16665,1.86,3,INJURED_RESERVE,2024 2.05,2025-11-25
2025,13,0030,16214,2.21,2,INJURED_RESERVE,2023 2.02,2025-11-25
2025,13,0030,14169,1.0,1,INJURED_RESERVE,2025 UFA,2025-11-25
2025,13,0030,15391,1.0,2,INJURED_RESERVE,2025 R/F,2025-11-25
2025,13,0030,16786,1.2,1,TAXI_SQUAD,2025 UFA,2025-11-25
2025,13,0030,16224,1.8,1,TAXI_SQUAD,2025 UFA,2025-11-25
2025,13,0030,15626,1.8,1,TAXI_SQUAD,2025 UFA,2025-11-25
2025,13,0031,12611,24.53,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0031,14797,5.96,2,ROSTER,2024 oEXT,2025-11-25
2025,13,0031,15751,9.82,1,ROSTER,2022 1.02+,2025-11-25
2025,13,0031,15817,1.86,1,ROSTER,2022 2.11,2025-11-25
2025,13,0031,16161,9.94,2,ROSTER,2023 1.01,2025-11-25
2025,13,0031,16185,5.54,2,ROSTER,2023 1.05,2025-11-25
2025,13,0031,13690,6.53,1,ROSTER,2023 UFA,2025-11-25
2025,13,0031,14414,2.83,1,ROSTER,2023 UFA,2025-11-25
2025,13,0031,14908,5.35,2,ROSTER,2023 UFA,2025-11-25
2025,13,0031,16581,4.43,3,ROSTER,2024 1.06,2025-11-25
2025,13,0031,13630,6.27,1,ROSTER,2024 UFA,2025-11-25
2025,13,0031,14921,6.44,2,ROSTER,2024 UFA,2025-11-25
2025,13,0031,13764,2.41,1,ROSTER,2024 UFA,2025-11-25
2025,13,0031,14217,5.23,1,ROSTER,2024 UFA,2025-11-25
2025,13,0031,13317,1.87,1,ROSTER,2024 UFA,2025-11-25
2025,13,0031,14215,1.87,2,ROSTER,2024 UFA,2025-11-25
2025,13,0031,14823,3.25,1,ROSTER,2024 UFA,2025-11-25
2025,13,0031,15873,1.87,2,ROSTER,2024 UFA,2025-11-25
2025,13,0031,16598,1.01,3,ROSTER,2024 4.18,2025-11-25
2025,13,0031,13163,22.63,1,ROSTER,2022 B/R,2025-11-25
2025,13,0031,14669,3.26,1,ROSTER,2025 RRFA,2025-11-25
2025,13,0031,14260,1.9,1,ROSTER,2025 B/R,2025-11-25
2025,13,0031,16846,1.1,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0031,17112,3.61,4,ROSTER,2025 1.09,2025-11-25
2025,13,0031,17115,1.69,4,ROSTER,2025 2.09,2025-11-25
2025,13,0031,17167,0.93,4,ROSTER,2025 5.21,2025-11-25
2025,13,0031,13869,1.86,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15361,2.85,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15404,6.75,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15788,1.86,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15869,4.68,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13193,4.56,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13700,7.2,3,ROSTER,2025 UFA,2025-11-25
2025,13,0031,14157,11.5,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15923,3.99,2,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13959,1.8,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,12676,3.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15385,2.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15375,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,14954,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,15752,7.33,1,ROSTER,2022 1.04,2025-11-25
2025,13,0031,15821,5.35,1,ROSTER,2022 2.02^,2025-11-25
2025,13,0031,16586,0.98,3,ROSTER,2024 5.13,2025-11-25
2025,13,0031,16663,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,10814,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0031,13172,1.87,2,INJURED_RESERVE,2024 UFA,2025-11-25
2025,13,0032,15350,10.07,4,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,14322,9.66,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0032,15715,3.41,1,ROSTER,2022 2.03^,2025-11-25
2025,13,0032,15853,1.25,1,ROSTER,2022 4.02,2025-11-25
2025,13,0032,15329,9.15,3,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,16239,2.82,2,ROSTER,2023 1.13,2025-11-25
2025,13,0032,14882,18.77,2,ROSTER,2025 oEXT,2025-11-25
2025,13,0032,16414,1.81,1,ROSTER,2023 iEXT,2025-11-25
2025,13,0032,15832,5.35,1,ROSTER,2022 4.03^,2025-11-25
2025,13,0032,16167,1.59,2,ROSTER,2023 2.13,2025-11-25
2025,13,0032,16181,8.83,3,ROSTER,2025 iEXT,2025-11-25
2025,13,0032,12860,1.81,2,ROSTER,2023 iEXT,2025-11-25
2025,13,0032,14835,14.03,3,ROSTER,2024 B/R,2025-11-25
2025,13,0032,16627,3.14,3,ROSTER,2024 1.10,2025-11-25
2025,13,0032,16644,1.51,3,ROSTER,2024 2.13,2025-11-25
2025,13,0032,16593,1.26,3,ROSTER,2024 3.07,2025-11-25
2025,13,0032,13431,2.17,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,15363,1.87,3,ROSTER,2024 oEXT,2025-11-25
2025,13,0032,14225,22.99,4,ROSTER,2023 iEXT,2025-11-25
2025,13,0032,16704,1.09,2,ROSTER,2024 4.03,2025-11-25
2025,13,0032,15850,3.41,1,ROSTER,2022 3.18^,2025-11-25
2025,13,0032,13987,1.09,1,ROSTER,2025 ERFA,2025-11-25
2025,13,0032,17137,1.49,4,ROSTER,2025 2.14,2025-11-25
2025,13,0032,17052,1.37,4,ROSTER,2025 3.02,2025-11-25
2025,13,0032,17131,1.15,4,ROSTER,2025 3.14,2025-11-25
2025,13,0032,17049,0.98,4,ROSTER,2025 4.14,2025-11-25
2025,13,0032,17083,2.58,4,ROSTER,2025 1.14,2025-11-25
2025,13,0032,17087,1.87,2,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16346,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0032,15928,1.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,17174,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16063,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16350,3.71,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,15469,3.49,2,ROSTER,2024 iEXT,2025-11-25
2025,13,0032,13115,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14985,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14789,1.9,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,11150,2.1,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14358,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16657,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16234,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,14207,1.0,1,ROSTER,2025 UFA,2025-11-25
2025,13,0032,16159,1.1,2,ROSTER,2023 4.15,2025-11-25
2025,13,0032,16269,1.0,2,ROSTER,2025 R/F,2025-11-25
2025,13,0032,16455,2.31,2,INJURED_RESERVE,2025 oEXT,2025-11-25
2025,13,0032,16184,1.86,2,INJURED_RESERVE,2023 2.07,2025-11-25
2025,13,0032,16227,1.0,2,INJURED_RESERVE,2025 R/F,2025-11-25
