season,contractInfo,contractYear,id,salary,conference
2022,2022 4.17,4,15782,0.87,1
2022,2022 UFA,1,15337,0.90,1
2022,2022 UFA,1,10261,1.40,1
2022,2022 UFA,1,13746,1.30,1
2022,2022 oEXT,3,14882,4.35,1
2022,2021 UFA,2,14247,2.20,1
2022,2022 UFA,1,12215,1.40,1
2022,2022 UFA,1,13273,0.90,1
2022,2020 2.14,2,14878,1.30,1
2022,2022 R/F,2,10457,0.90,1
2022,2022 1.01,4,15708,8.76,1
2022,2022 3.19,4,15812,0.97,1
2022,2022 UFA,1,14930,0.90,1
2022,2022 1.12,4,15834,2.59,1
2022,2020 4.12,1,14837,0.96,1
2022,2022 UFA,1,15469,0.90,1
2022,2019 1.09,1,14113,3.94,1
2022,2021 EXT,1,12764,6.24,1
2022,2022 UFA,1,11359,0.90,1
2022,2022 UFA,3,13204,1.40,1
2022,2022 3.13,4,15823,1.03,1
2022,2019 3.01^,1,14075,2.54,1
2022,2021 1.05,3,15254,4.59,1
2022,2021 B/R,1,11872,4.62,1
2022,2022 UFA,1,14213,0.90,1
2022,2019 1.03,1,14101,7.02,1
2022,2022 5.02,3,15720,0.84,1
2022,2022 UFA,1,14954,0.90,1
2022,2022 UFA,1,12476,1.40,1
2022,2022 UFA,1,10945,0.90,1
2022,2022 UFA,1,14905,0.90,1
2022,2021 UFA,1,13284,2.42,1
2022,2021 UFA,1,12626,29.70,1
2022,2021 B/R,2,12676,7.70,1
2022,2020 2.03,2,14779,1.78,1
2022,2021 4.20,2,15271,0.87,1
2022,2022 SRFA,1,10266,9.62,1
2022,2020 UFA,1,12287,2.42,1
2022,2022 UFA,2,12678,2.30,1
2022,2020 1.15,2,14835,2.15,1
2022,2020 UDFA,1,14940,0.84,1
2022,2022 ERFA,1,13742,0.99,1
2022,2022 3.11,4,15836,1.05,1
2022,2022 UFA,1,14086,0.90,1
2022,2022 UFA,1,13424,1.30,1
2022,2021 B/R,1,12801,33.00,1
2022,2021 UFA,2,13414,2.31,1
2022,2021 UFA,1,13622,2.31,1
2022,2022 UFA,1,15441,1.30,1
2022,2022 iEXT,2,14138,8.76,1
2022,2022 UFA,1,14849,0.90,1
2022,2021 UFA,1,14260,1.43,1
2022,2021 3.06,3,15366,1.13,1
2022,2022 UFA,1,13289,1.40,1
2022,2022 R/F,1,14182,0.90,1
2022,2022 UFA,1,13228,0.90,1
2022,2020 FRFA,1,12677,5.57,1
2022,2022 FRFA,1,11232,21.50,1
2022,2021 3.17,3,15361,1.00,1
2022,2022 UFA,1,15928,1.40,1
2022,2022 UFA,1,10277,1.40,1
2022,2021 EXT,2,12742,5.28,1
2022,2022 2.16,4,15693,1.25,1
2022,2021 4.10,3,15261,0.89,1
2022,2021 EXT,3,13684,6.19,1
2022,2021 5.12,3,15452,0.86,1
2022,2022 UFA,2,13223,3.60,1
2022,2020 EXT,1,13138,19.79,1
2022,2021 B/R,2,12221,11.55,1
2022,2022 UFA,1,14789,1.40,1
2022,2022 R/F,1,13680,0.90,1
2022,2020 4.04,2,14783,1.00,1
2022,2022 1.10,4,15805,2.99,1
2022,2022 UFA,1,11382,1.30,1
2022,2021 UFA,1,12987,1.43,1
2022,2022 5.18,4,15734,0.82,1
2022,2022 R/F,2,12797,0.90,1
2022,2022 UFA,3,12702,2.60,1
2022,2022 UFA,1,15016,0.90,1
2022,2021 B/R,2,13738,2.31,1
2022,2022 4.14,2,15811,0.88,1
2022,2021 UFA,1,13229,2.86,1
2022,2022 FRFA,1,13917,5.56,1
2022,2021 UFA,1,9861,1.43,1
2022,2021 EXT,3,13593,9.21,1
2022,2022 UFA,1,14252,0.90,1
2022,2022 UFA,1,15549,0.90,1
2022,2019 1.02,1,14073,8.12,1
2022,2021 EXT,4,13714,4.86,1
2022,2021 EXT,2,12305,4.73,1
2022,2020 1.11,2,14836,2.76,1
2022,2020 3.09,2,14858,1.10,1
2022,2022 UFA,1,13288,1.30,1
2022,2022 UFA,1,14860,0.90,1
2022,2020 1.03,2,14833,6.40,1
2022,2022 UFA,3,13702,1.40,1
2022,2022 UFA,2,12700,2.30,1
2022,2022 UFA,1,14331,1.30,1
2022,2019 3.02^,1,14208,2.54,1
2022,2020 6.11,2,14924,0.89,1
2022,2022 1.13,4,15809,2.43,1
2022,2021 B/R,2,13274,5.61,1
2022,2022 UFA,1,14861,1.30,1
2022,2022 UFA,1,13764,1.50,1
2022,2020 4.13,2,14864,0.96,1
2022,2022 UFA,2,13848,1.80,1
2022,2021 EXT,1,13319,18.61,1
2022,2022 UFA,1,14910,1.80,1
2022,2021 R/F,1,12268,0.99,1
2022,2020 UFA,1,10753,6.78,1
2022,2021 B/R,2,12741,8.03,1
2022,2022 ERFA,1,13332,0.99,1
2022,2022 UFA,1,11793,0.90,1
2022,2019 3.10,1,14059,1.41,1
2022,2020 FRFA,1,12745,8.47,1
2022,2022 UFA,2,14164,2.50,1
2022,2021 4.06,3,15404,0.91,1
2022,2022 UFA,1,15881,0.90,1
2022,2022 UFA,1,12988,0.90,1
2022,2022 UFA,1,10271,1.60,1
2022,2021 1.11,3,15241,2.65,1
2022,2022 UFA,1,15868,0.90,1
2022,2022 UFA,1,10738,1.60,1
2022,2022 UFA,1,13606,3,1
2022,2022 4.06,4,15863,0.92,1
2022,2022 4.01,3,15767,0.96,1
2022,2022 UFA,1,13176,1.40,1
2022,2022 UFA,1,10292,7.50,1
2022,2022 UDFA,3,15871,0.77,1
2022,2022 UFA,1,13810,4.20,1
2022,2022 UFA,1,11742,0.90,1
2022,2021 EXT,3,12795,4.25,1
2022,2020 EXT,1,13132,22.48,1
2022,2022 1.15,4,15808,2.17,1
2022,2022 ERFA,1,12720,0.99,1
2022,2021 EXT,1,11244,23.09,1
2022,2022 TT,1,12239,13.09,1
2022,2021 R/F,1,13232,0.99,1
2022,2020 2.11,2,14899,1.38,1
2022,2022 iEXT,3,13633,16.55,1
2022,2022 UFA,1,11772,3.50,1
2022,2021 EXT,2,13299,23.24,1
2022,2020 4.08,2,14867,0.98,1
2022,2022 UFA,1,15727,1.30,1
2022,2021 R/F,1,14143,0.99,1
2022,2022 UFA,1,16016,0.90,1
2022,2022 UFA,1,13403,1.40,1
2022,2021 UFA,2,13164,8.80,1
2022,2020 1.07,2,14832,3.94,1
2022,2021 1.08,3,15240,3.37,1
2022,2021 UFA,3,13700,7.70,1
2022,2021 UFA,2,11680,7.81,1
2022,2021 B/R,1,11769,9.24,1
2022,2019 3.06^,1,14159,2.54,1
2022,2021 1.01,3,15237,8.20,1
2022,2020 UFA,1,13202,1.57,1
2022,2022 UFA,1,13632,8.60,1
2022,2022 5.17,1,15818,0.82,1
2022,2022 UFA,1,7578,0.90,1
2022,2022 UFA,3,13733,15.10,1
2022,2020 3.13,2,14932,1.06,1
2022,2022 UDFA,3,15798,0.77,1
2022,2022 1.14,4,15822,2.29,1
2022,2019 2.12,1,14057,1.86,1
2022,2021 UFA,2,12187,9.90,1
2022,2022 1.02,4,15751,7.38,1
2022,2022 R/F,2,14211,0.90,1
2022,2022 UFA,2,14268,5.20,1
2022,2020 3.08,2,14782,1.11,1
2022,2022 UFA,1,14179,1.30,1
2022,2022 UFA,1,12791,0.90,1
2022,2022 R/F,2,13952,0.90,1
2022,2021 TToff,2,11721,16.50,1
2022,2022 UFA,1,13767,1.30,1
2022,2022 UFA,1,14900,0.90,1
2022,2022 4.02,4,15853,0.95,1
2022,2022 UFA,1,13909,0.90,1
2022,2020 EXT,4,13116,26.95,1
2022,2022 UDFA,1,15867,0.77,1
2022,2022 UFA,1,14985,0.90,1
2022,2022 UFA,2,12141,2.30,1
2022,2021 2.04,3,15308,1.69,1
2022,2022 UFA,1,15972,0.90,1
2022,2022 UFA,1,11313,5.20,1
2022,2022 UDFA,2,15876,0.77,1
2022,2022 UDFA,3,15820,0.77,1
2022,2022 iEXT,4,14223,3.02,1
2022,2021 UFA,2,13252,3.85,1
2022,2022 UFA,3,13590,2.40,1
2022,2022 3.07,4,15794,1.11,1
2022,2022 UFA,1,13130,23,1
2022,2022 UFA,1,9846,0.90,1
2022,2022 UFA,1,9899,0.90,1
2022,2022 5.09,4,15849,0.83,1
2022,2022 4.09,4,15845,0.90,1
2022,2022 UDFA,2,15890,0.77,1
2022,2022 R/F,2,13313,0.90,1
2022,2020 3.04,1,14908,1.17,1
2022,2022 UFA,1,11761,0.90,1
2022,2022 UFA,1,14717,0.90,1
2022,2019 3.16^,1,14109,2.54,1
2022,2022 UFA,1,11017,0.90,1
2022,2022 UFA,1,11947,0.90,1
2022,2021 5.13,2,15390,0.86,1
2022,2021 5.11,3,15368,0.86,1
2022,2019 1.11,1,14102,3.45,1
2022,2022 3.08,4,15759,1.09,1
2022,2022 UFA,1,14127,3.20,1
2022,2022 B/R,1,13607,1.40,1
2022,2021 UFA,2,13307,3.41,1
2022,2022 UFA,2,10267,3.50,1
2022,2021 3.23,1,15252,0.96,1
2022,2022 UFA,1,14067,0.90,1
2022,2021 5.10,2,15263,0.86,1
2022,2022 UFA,1,15909,1.40,1
2022,2020 EXT,3,13131,9.29,1
2022,2021 3.04,3,15365,1.17,1
2022,2022 R/F,2,15402,0.90,1
2022,2019 1.15,1,14071,2.82,1
2022,2020 UDFA,1,14974,0.84,1
2022,2022 UFA,1,12773,1.40,1
2022,2021 EXT,2,13635,16.20,1
2022,2021 1.15,3,15288,2.09,1
2022,2021 EXT,3,13470,4.52,1
2022,2021 2.03,3,15283,1.76,1
2022,2022 1.11,4,15766,2.77,1
2022,2022 UFA,1,13270,0.90,1
2022,2022 UFA,1,14239,0.90,1
2022,2022 UFA,1,13426,1.40,1
2022,2022 UFA,1,9596,0.90,1
2022,2022 UFA,1,13998,0.90,1
2022,2022 UFA,1,11728,5.50,1
2022,2020 3.03,2,14798,1.19,1
2022,2022 UFA,1,12447,1.40,1
2022,2022 4.15,4,15830,0.88,1
2022,2019 4.09^,1,14180,3.99,1
2022,2020 1.16,2,14889,2.04,1
2022,2019 1.01+,1,14056,9.62,1
2022,2022 UFA,1,11390,0.90,1
2022,2022 UFA,1,12437,0.90,1
2022,2022 UFA,1,12736,0.90,1
2022,2022 UFA,1,14028,0.90,1
2022,2022 UFA,1,12291,0.90,1
2022,2021 4.11,3,15375,0.89,1
2022,2022 UFA,1,12756,1.40,1
2022,2022 UFA,1,13777,0.90,1
2022,2021 UFA,1,13192,1.43,1
2022,2022 UFA,1,13704,1.30,1
2022,2021 3.24,2,15386,0.96,1
2022,2022 UFA,1,15393,2.30,1
2022,2020 UFA,1,12691,3.87,1
2022,2022 UDFA,2,15898,0.77,1
2022,2021 UFA,1,13265,2.42,1
2022,2022 3.05,4,15807,1.14,1
2022,2021 2.15,3,15385,1.26,1
2022,2019 5.02^,1,14218,2.54,1
2022,2022 UFA,1,15889,0.90,1
2022,2022 R/F,2,13685,0.90,1
2022,2020 4.06,2,14902,0.99,1
2022,2022 1.06,4,15754,4.32,1
2022,2022 iEXT,3,14158,3.27,1
2022,2022 FRFA,2,13813,5.56,1
2022,2022 UFA,1,12782,1.30,1
2022,2022 R/F,2,14977,0.90,1
2022,2021 3.14,3,15388,1.03,1
2022,2022 UDFA,3,15802,0.77,1
2022,2021 2.10,3,15378,1.42,1
2022,2022 UFA,1,14414,0.90,1
2022,2021 2.09,3,15351,1.45,1
2022,2022 UDFA,1,15749,0.77,1
2022,2021 3.15,1,15319,1.02,1
2022,2022 R/F,2,14341,0.90,1
2022,2021 B/R,1,12176,9.90,1
2022,2021 1.13,3,15350,2.33,1
2022,2022 3.16,4,15855,0.99,1
2022,2022 UFA,2,13377,3.30,1
2022,2022 ERFA,1,11225,0.99,1
2022,2021 2.07,3,15345,1.54,1
2022,2021 EXT,2,13723,6.81,1
2022,2022 UFA,1,13608,2.50,1
2022,2021 EXT,2,14857,2.63,1
2022,2022 UFA,1,13231,3.10,1
2022,2022 UFA,1,13133,0.90,1
2022,2022 ERFA,1,12238,0.99,1
2022,2022 R/F,2,12245,0.90,1
2022,2022 UFA,1,10260,0.90,1
2022,2022 5.20,4,15901,0.82,1
2022,2022 R/F,2,13693,0.90,1
2022,2021 2.06,3,15349,1.58,1
2022,2020 UFA,2,12229,1.81,1
2022,2022 R/F,1,12343,0.90,1
2022,2022 2.01,4,15762,1.97,1
2022,2022 2.04,4,15692,1.74,1
2022,2022 2.10,4,15768,1.44,1
2022,2022 3.06,3,15717,1.13,1
2022,2022 UFA,1,9833,0.90,1
2022,2022 UFA,1,13719,0.90,1
2022,2022 3.18,4,15850,0.98,1
2022,2020 2.05,2,14842,1.65,1
2022,2021 1.04,3,15329,5.19,1
2022,2022 UFA,2,14085,5,1
2022,2022 UFA,1,11317,6.60,1
2022,2019 3.14,1,14210,1.31,1
2022,2021 EXT,6,12620,27.95,1
2022,2022 UFA,1,12126,1.40,1
2022,2022 UFA,1,15698,1.30,1
2022,2020 1.10,2,14896,2.99,1
2022,2022 SRFA,3,12711,3.99,1
2022,2022 UFA,1,12735,0.90,1
2022,2019 5.07^,1,14186,2.54,1
2022,2022 UFA,1,13066,0.90,1
2022,2022 UFA,1,12802,2.50,1
2022,2022 FRFA,1,13245,5.56,1
2022,2022 ERFA,1,13774,0.99,1
2022,2021 EXT,1,12698,2.25,1
2022,2022 UFA,3,13717,2.90,1
2022,2019 5.14^,1,14123,2.54,1
2022,2022 UFA,1,13168,0.90,1
2022,2022 UFA,1,15399,0.90,1
2022,2022 3.01,4,15697,1.23,1
2022,2022 UFA,4,13629,10,1
2022,2022 UFA,1,12831,0.90,1
2022,2022 UFA,1,13434,0.90,1
2022,2022 UFA,1,12697,0.90,1
2022,2019 FRFA,1,11678,11.29,1
2022,2022 4.24,4,15716,0.85,1
2022,2022 iEXT,4,15907,2.30,1
2022,2022 UFA,3,14813,3.20,1
2022,2022 3.12,4,15757,1.04,1
2022,2019 EXT,1,7836,18.62,1
2022,2021 3.03,3,15297,1.19,1
2022,2022 UDFA,3,15914,0.77,1
2022,2022 4.12,1,15763,0.89,1
2022,2021 2.16,3,15346,1.24,1
2022,2022 5.19,4,15796,0.82,1
2022,2021 EXT,2,11316,5.00,1
2022,2022 UFA,1,14065,1.40,1
2022,2021 3.22,1,15384,0.97,1
2022,2021 UFA,1,13157,5.50,1
2022,2019 1.14+,1,14136,2.94,1
2022,2022 UFA,1,15975,1.30,1
2022,2019 1.06,1,14079,5.00,1
2022,2022 5.04,1,15810,0.84,1
2022,2022 UFA,1,11945,0.90,1
2022,2022 UFA,1,14215,0.90,1
2022,2019 3.03^,1,14197,2.54,1
2022,2022 UFA,1,12768,0.90,1
2022,2022 SRFA,2,13772,3.99,1
2022,2022 UFA,1,14302,0.90,1
2022,2022 UFA,1,16080,1.30,1
2022,2022 4.21,4,15761,0.86,1
2022,2020 2.07,2,14838,1.54,1
2022,2022 UFA,2,13839,1.40,1
2022,2022 UFA,1,14110,0.90,1
2022,2020 1.13,2,14887,2.41,1
2022,2019 3.04^,1,14163,3.99,1
2022,2022 UFA,2,12767,6.10,1
2022,2019 2.10,1,14080,1.96,1
2022,2022 UFA,2,14412,1.40,1
2022,2020 UFA,1,11348,1.69,1
2022,2022 UFA,1,14122,0.90,1
2022,2021 1.07,3,15282,3.70,1
2022,2022 UFA,1,11150,1.30,1
2022,2022 UFA,1,10783,6,1
2022,2022 UFA,1,12701,0.90,1
2022,2021 UFA,2,13193,2.20,1
2022,2022 UFA,2,12270,2.10,1
2022,2022 UFA,1,13696,15,1
2022,2022 SRFA,1,12301,3.99,1
2022,2022 UFA,1,13156,16.70,1
2022,2022 UFA,1,13267,1.40,1
2022,2022 UFA,2,14956,1.70,1
2022,2022 2.07,4,15709,1.57,1
2022,2021 UDFA,2,15392,0.80,1
2022,2021 3.01,3,15287,1.22,1
2022,2022 UFA,1,13637,0.90,1
2022,2020 SRFA,1,9431,13.92,1
2022,2022 ERFA,1,15430,0.99,1
2022,2021 3.13,3,15259,1.04,1
2022,2022 UFA,1,13298,0.90,1
2022,2022 4.03,4,15832,0.94,1
2022,2022 UFA,1,15377,1.40,1
2022,2022 UFA,1,15541,0.90,1
2022,2022 UFA,1,16011,0.90,1
2022,2022 5.15,4,15884,0.82,1
2022,2022 5.07,4,15733,0.83,1
2022,2022 UFA,1,9686,0.90,1
2022,2021 3.25,3,15362,0.95,1
2022,2022 UFA,1,13276,0.90,1
2022,2022 B/R,2,13630,11,1
2022,2021 UFA,1,13690,2.75,1
2022,2022 iEXT,3,14148,4.15,1
2022,2020 1.12,2,14797,2.56,1
2022,2020 1.02,2,14778,7.45,1
2022,2021 FRFA,1,10697,5.28,1
2022,2022 UFA,1,15173,0.90,1
2022,2022 UDFA,3,15856,0.77,1
2022,2022 R/F,1,14923,0.90,1
2022,2020 1.06,2,14802,4.37,1
2022,2022 UDFA,1,15859,0.77,1
2022,2020 5.12,2,14918,0.92,1
2022,2022 1.09,4,15806,3.24,1
2022,2022 UFA,1,11938,16.60,1
2022,2022 UFA,1,11647,2.50,1
2022,2022 B/R,3,12652,12.40,1
2022,2022 ERFA,1,14518,0.99,1
2022,2019 UFA,1,12231,2.93,1
2022,2022 4.19,4,15787,0.86,1
2022,2022 3.14,3,15824,1.02,1
2022,2022 3.09,4,15788,1.08,1
2022,2021 UFA,2,13260,4.40,1
2022,2021 2.01,3,15289,1.90,1
2022,2022 R/F,,15492,0.90,1
2022,2022 SFRA,1,13427,3.99,1
2022,2022 5.14,4,15841,0.82,1
2022,2022 UFA,1,14235,1.30,1
2022,2022 UFA,1,14870,0.90,1
2022,2022 R/F,2,13115,0.90,1
2022,2021 2.13,3,15379,1.32,1
2022,2020 UFA,3,10976,1.69,1
2022,2021 3.08,2,15376,1.10,1
2022,2022 UFA,1,14675,0.90,1
2022,2022 iEXT,3,14925,2.07,1
2022,2022 SRFA,1,13793,3.99,1
2022,2021 R/F,1,14249,0.99,1
2022,2022 UFA,1,13727,0.90,1
2022,2020 2.02,2,14810,1.85,1
2022,2021 EXT,3,13692,1.57,1
2022,2021 1.10,3,15284,2.85,1
2022,2022 UFA,3,10775,6,1
2022,2022 UFA,1,15668,0.90,1
2022,2022 1.03,4,15711,6.32,1
2022,2020 UFA,2,13306,6.05,1
2022,2022 R/F,2,14948,0.90,1
2022,2022 2.12,4,15846,1.37,1
2022,2022 UFA,1,13747,1,1
2022,2022 1.16,4,15815,2.07,1
2022,2022 UFA,1,13711,0.90,1
2022,2022 UFA,1,12263,13.10,1
2022,2021 R/F,1,13920,0.99,1
2022,2021 EXT,2,13707,2.78,1
2022,2022 UFA,1,12744,0.90,1
2022,2022 UFA,1,11768,0.90,1
2022,2021 EXT,2,13743,5.36,1
2022,2022 UFA,1,15742,0.90,1
2022,2022 UFA,1,14971,1.10,1
2022,2022 R/F,2,13631,0.90,1
2022,2022 UFA,1,14992,0.90,1
2022,2022 1.08,4,15789,3.54,1
2022,2020 EXT,4,13113,16.48,1
2022,2022 UFA,1,15950,0.90,1
2022,2022 UFA,1,10272,3.50,1
2022,2021 B/R,4,13214,19.25,1
2022,2022 UFA,1,11985,1.40,1
2022,2021 5.16,3,15347,0.86,1
2022,2022 UFA,1,12610,0.90,1
2022,2021 2.14,3,15387,1.30,1
2022,2022 UFA,1,15109,0.90,1
2022,2022 iEXT,3,14168,5.40,1
2022,2022 UFA,2,13762,5.50,1
2022,2022 UFA,1,13598,0.90,1
2022,2022 2.08,4,15721,1.52,1
2022,2022 R/F,2,13249,0.90,1
2022,2022 3.10,4,15714,1.06,1
2022,2022 UFA,2,13760,4.20,1
2022,2019 2.13^,1,14162,3.99,1
2022,2019 EXT*,3,11886,1.47,1
2022,2022 UFA,1,13959,0.90,1
2022,2022 UFA,1,12979,0.90,1
2022,2022 oEXT,2,13139,2.81,1
2022,2022 1.05,4,15756,4.85,1
2022,2021 1.09,3,15256,3.09,1
2022,2022 5.13,4,15710,0.83,1
2022,2021 UFA,1,12225,7.70,1
2022,2021 EXT,3,13253,1.94,1
2022,2022 UFA,2,13154,19.50,1
2022,2021 4.14,1,15391,0.88,1
2022,2022 ERFA,1,14221,0.99,1
2022,2019 1.07,1,14157,4.57,1
2022,2022 4.07,2,15857,0.92,1
2022,2022 2.06,4,15694,1.62,1
2022,2022 UFA,1,14283,1.30,1
2022,2022 1.07,4,15753,3.89,1
2022,2022 UFA,1,14017,1.70,1
2022,2020 3.01,2,14928,1.22,1
2022,2022 R/F,1,15422,0.90,1
2022,2022 UFA,2,10703,22.10,1
2022,2021 1.06,3,15239,4.09,1
2022,2020 3.07,2,14909,1.12,1
2022,2021 UFA,2,12140,3.19,1
2022,2022 UFA,1,13296,1.30,1
2022,2022 UFA,1,14227,0.90,1
2022,2020 UFA,1,14947,1.57,1
2022,2022 5.01,4,15840,0.84,1
2022,2021 EXT,2,11228,14.52,1
2022,2019 ORFAN,1,13325,2.27,1
2022,2022 UDFA,1,15894,0.77,1
2022,2022 UFA,2,13212,2.20,1
2022,2022 UDFA,2,15864,0.77,1
2022,2022 UFA,1,15626,1.30,1
2022,2022 UFA,1,16010,0.90,1
2022,2022 2.09,4,15819,1.48,1
2022,2022 5.08,3,15882,0.83,1
2022,2020 1.05,2,14877,4.92,1
2022,2022 UFA,1,14592,0.90,1
2022,2022 4.11,4,15696,0.89,1
2022,2022 UFA,1,10868,0.90,1
